-183.283, 77.563, 1.991,  1.765
-183.272, 77.497, 1.999,  1.798
-183.263, 77.431, 1.998,  1.831
-183.258, 77.365, 1.984,  1.864
-183.250, 77.299, 1.986,  1.897
-183.243, 77.233, 1.985,  1.930
-183.235, 77.167, 1.988,  1.963
-183.228, 77.102, 1.985,  1.996
-183.224, 77.036, 1.976,  2.029
-183.218, 76.970, 1.990,  2.062
-183.212, 76.903, 2.000,  2.095
-183.208, 76.837, 1.991,  2.128
-183.202, 76.770, 1.989,  2.161
-183.193, 76.705, 1.985,  2.194
-183.186, 76.639, 1.986,  2.227
-183.182, 76.573, 1.986,  2.260
-183.177, 76.506, 2.002,  2.293
-183.172, 76.440, 2.006,  2.326
-183.165, 76.373, 2.005,  2.359
-183.160, 76.306, 1.999,  2.392
-183.158, 76.240, 1.995,  2.425
-183.153, 76.173, 2.017,  2.458
-183.144, 76.106, 2.029,  2.491
-183.136, 76.038, 2.036,  2.524
-183.131, 75.971, 2.027,  2.557
-183.129, 75.903, 2.012,  2.590
-183.125, 75.836, 2.025,  2.623
-183.117, 75.769, 2.045,  2.656
-183.112, 75.700, 2.053,  2.689
-183.109, 75.632, 2.038,  2.722
-183.105, 75.564, 2.038,  2.755
-183.097, 75.497, 2.038,  2.788
-183.092, 75.429, 2.048,  2.821
-183.089, 75.360, 2.052,  2.854
-183.084, 75.292, 2.064,  2.887
-183.080, 75.223, 2.067,  2.920
-183.079, 75.154, 2.063,  2.953
-183.074, 75.085, 2.075,  2.986
-183.071, 75.016, 2.086,  3.019
-183.066, 74.946, 2.094,  3.052
-183.062, 74.876, 2.094,  3.085
-183.061, 74.806, 2.088,  3.118
-183.058, 74.736, 2.108,  3.151
-183.051, 74.666, 2.124,  3.184
-183.046, 74.595, 2.133,  3.217
-183.044, 74.524, 2.124,  3.250
-183.039, 74.454, 2.122,  3.283
-183.036, 74.383, 2.128,  3.316
-183.030, 74.312, 2.143,  3.349
-183.027, 74.240, 2.149,  3.382
-183.021, 74.168, 2.152,  3.415
-183.018, 74.097, 2.154,  3.448
-183.012, 74.025, 2.165,  3.481
-183.009, 73.953, 2.173,  3.514
-183.009, 73.880, 2.171,  3.547
-183.007, 73.807, 2.186,  3.580
-183.001, 73.734, 2.193,  3.613
-182.996, 73.661, 2.201,  3.646
-182.995, 73.588, 2.201,  3.679
-182.991, 73.514, 2.210,  3.712
-182.983, 73.441, 2.214,  3.745
-182.977, 73.367, 2.227,  3.778
-182.976, 73.292, 2.230,  3.811
-182.971, 73.218, 2.238,  3.844
-182.963, 73.144, 2.239,  3.877
-182.958, 73.069, 2.252,  3.910
-182.956, 72.994, 2.258,  3.943
-182.951, 72.918, 2.267,  3.976
-182.949, 72.843, 2.274,  4.009
-182.944, 72.767, 2.281,  4.042
-182.939, 72.691, 2.291,  4.075
-182.937, 72.614, 2.289,  4.108
-182.933, 72.538, 2.299,  4.141
-182.927, 72.461, 2.308,  4.174
-182.923, 72.384, 2.315,  4.207
-182.917, 72.307, 2.324,  4.240
-182.914, 72.229, 2.333,  4.273
-182.907, 72.152, 2.336,  4.306
-182.902, 72.074, 2.346,  4.339
-182.896, 71.995, 2.353,  4.372
-182.891, 71.917, 2.364,  4.405
-182.889, 71.838, 2.366,  4.438
-182.885, 71.759, 2.376,  4.471
-182.877, 71.680, 2.381,  4.504
-182.871, 71.600, 2.395,  4.537
-182.870, 71.520, 2.398,  4.570
-182.865, 71.440, 2.407,  4.603
-182.857, 71.360, 2.410,  4.636
-182.851, 71.280, 2.424,  4.669
-182.849, 71.199, 2.430,  4.702
-182.845, 71.118, 2.440,  4.735
-182.837, 71.037, 2.442,  4.768
-182.831, 70.955, 2.455,  4.801
-182.829, 70.873, 2.461,  4.834
-182.828, 70.791, 2.474,  4.867
-182.823, 70.708, 2.481,  4.900
-182.813, 70.626, 2.477,  4.933
-182.806, 70.543, 2.496,  4.966
-182.803, 70.459, 2.513,  4.999
-182.797, 70.376, 2.521,  5.032
-182.787, 70.292, 2.513,  5.065
-182.779, 70.209, 2.525,  5.098
-182.776, 70.124, 2.536,  5.131
-182.769, 70.040, 2.546,  5.164
-182.759, 69.955, 2.549,  5.197
-182.753, 69.870, 2.562,  5.230
-182.751, 69.784, 2.566,  5.263
-182.746, 69.699, 2.581,  5.296
-182.737, 69.613, 2.586,  5.329
-182.731, 69.527, 2.595,  5.362
-182.729, 69.440, 2.598,  5.395
-182.725, 69.353, 2.614,  5.428
-182.716, 69.266, 2.623,  5.461
-182.710, 69.179, 2.633,  5.494
-182.708, 69.091, 2.633,  5.527
-182.703, 69.003, 2.648,  5.560
-182.695, 68.915, 2.657,  5.593
-182.689, 68.826, 2.670,  5.626
-182.687, 68.737, 2.670,  5.659
-182.682, 68.647, 2.683,  5.692
-182.674, 68.558, 2.690,  5.725
-182.668, 68.468, 2.703,  5.758
-182.666, 68.378, 2.706,  5.791
-182.662, 68.288, 2.719,  5.824
-182.653, 68.197, 2.725,  5.857
-182.647, 68.106, 2.737,  5.890
-182.645, 68.015, 2.741,  5.923
-182.641, 67.923, 2.758,  5.956
-182.633, 67.831, 2.766,  5.989
-182.627, 67.739, 2.775,  6.022
-182.625, 67.646, 2.776,  6.055
-182.621, 67.554, 2.793,  6.088
-182.613, 67.461, 2.804,  6.121
-182.607, 67.367, 2.816,  6.154
-182.605, 67.273, 2.816,  6.187
-182.601, 67.179, 2.829,  6.220
-182.593, 67.085, 2.838,  6.253
-182.587, 66.990, 2.852,  6.286
-182.586, 66.895, 2.854,  6.319
-182.582, 66.799, 2.866,  6.352
-182.573, 66.704, 2.872,  6.385
-182.568, 66.608, 2.886,  6.418
-182.566, 66.511, 2.890,  6.451
-182.563, 66.415, 2.905,  6.484
-182.554, 66.318, 2.912,  6.517
-182.549, 66.221, 2.924,  6.550
-182.547, 66.123, 2.929,  6.583
-182.544, 66.025, 2.946,  6.616
-182.536, 65.927, 2.954,  6.649
-182.530, 65.828, 2.965,  6.682
-182.529, 65.729, 2.967,  6.715
-182.525, 65.630, 2.985,  6.748
-182.517, 65.531, 2.996,  6.781
-182.512, 65.430, 3.009,  6.814
-182.511, 65.330, 3.010,  6.847
-182.507, 65.229, 3.024,  6.880
-182.499, 65.129, 3.032,  6.913
-182.494, 65.027, 3.047,  6.946
-182.493, 64.926, 3.052,  6.979
-182.489, 64.824, 3.064,  7.012
-182.480, 64.722, 3.070,  7.045
-182.474, 64.619, 3.087,  7.078
-182.473, 64.516, 3.093,  7.111
-182.469, 64.412, 3.106,  7.144
-182.460, 64.309, 3.110,  7.177
-182.454, 64.205, 3.126,  7.210
-182.453, 64.101, 3.135,  7.243
-182.449, 63.996, 3.150,  7.276
-182.440, 63.891, 3.154,  7.309
-182.434, 63.786, 3.168,  7.342
-182.432, 63.680, 3.175,  7.375
-182.428, 63.574, 3.191,  7.408
-182.419, 63.467, 3.197,  7.441
-182.413, 63.361, 3.211,  7.474
-182.412, 63.253, 3.217,  7.507
-182.408, 63.146, 3.233,  7.540
-182.398, 63.038, 3.240,  7.573
-182.392, 62.930, 3.256,  7.606
-182.390, 62.821, 3.261,  7.639
-182.386, 62.712, 3.275,  7.672
-182.377, 62.603, 3.282,  7.705
-182.371, 62.493, 3.299,  7.738
-182.369, 62.383, 3.306,  7.771
-182.365, 62.273, 3.320,  7.804
-182.356, 62.162, 3.325,  7.837
-182.349, 62.051, 3.342,  7.870
-182.347, 61.939, 3.349,  7.903
-182.343, 61.827, 3.366,  7.936
-182.334, 61.715, 3.371,  7.969
-182.327, 61.603, 3.386,  8.002
-182.325, 61.490, 3.393,  8.035
-182.321, 61.376, 3.410,  8.068
-182.311, 61.263, 3.417,  8.101
-182.304, 61.149, 3.433,  8.134
-182.302, 61.034, 3.440,  8.167
-182.298, 60.919, 3.456,  8.200
-182.289, 60.804, 3.463,  8.233
-182.282, 60.688, 3.480,  8.266
-182.280, 60.572, 3.486,  8.299
-182.275, 60.455, 3.502,  8.332
-182.266, 60.339, 3.509,  8.365
-182.258, 60.222, 3.525,  8.398
-182.256, 60.104, 3.532,  8.431
-182.252, 59.986, 3.549,  8.464
-182.242, 59.868, 3.557,  8.497
-182.235, 59.749, 3.572,  8.530
-182.233, 59.630, 3.579,  8.563
-182.228, 59.510, 3.596,  8.596
-182.226, 59.390, 3.611,  8.629
-182.220, 59.269, 3.624,  8.662
-182.211, 59.148, 3.626,  8.695
-182.203, 59.027, 3.642,  8.728
-182.201, 58.906, 3.653,  8.761
-182.197, 58.783, 3.674,  8.794
-182.187, 58.661, 3.681,  8.827
-182.180, 58.538, 3.693,  8.860
-182.178, 58.415, 3.697,  8.893
-182.181, 58.291, 3.700,  8.926
-182.181, 58.167, 3.737,  8.959
-182.174, 58.042, 3.760,  8.992
-182.169, 57.916, 3.784,  9.025
-182.167, 57.790, 3.782,  9.058
-182.163, 57.664, 3.773,  9.091
-182.154, 57.539, 3.758,  9.124
-182.146, 57.414, 3.778,  9.157
-182.144, 57.287, 3.804,  9.190
-182.139, 57.160, 3.830,  9.223
-182.128, 57.032, 3.830,  9.256
-182.120, 56.905, 3.836,  9.289
-182.117, 56.777, 3.839,  9.322
-182.111, 56.648, 3.863,  9.355
-182.107, 56.519, 3.898,  9.388
-182.099, 56.388, 3.913,  9.421
-182.093, 56.258, 3.914,  9.454
-182.092, 56.128, 3.903,  9.487
-182.089, 55.997, 3.915,  9.520
-182.080, 55.867, 3.931,  9.553
-182.073, 55.735, 3.963,  9.586
-182.072, 55.602, 3.979,  9.619
-182.069, 55.469, 3.995,  9.652
-182.060, 55.336, 3.999,  9.685
-182.053, 55.203, 4.019,  9.718
-182.052, 55.068, 4.035,  9.751
-182.049, 54.933, 4.060,  9.784
-182.040, 54.798, 4.069,  9.817
-182.033, 54.662, 4.080,  9.850
-182.032, 54.526, 4.084,  9.883
-182.029, 54.389, 4.108,  9.916
-182.020, 54.252, 4.127,  9.949
-182.014, 54.114, 4.148,  9.982
-182.013, 53.975, 4.152, 10.015
-182.009, 53.837, 4.163, 10.048
-182.001, 53.698, 4.169, 10.081
-181.994, 53.559, 4.193, 10.114
-181.993, 53.418, 4.209, 10.147
-181.990, 53.277, 4.231, 10.180
-181.982, 53.136, 4.236, 10.213
-181.975, 52.995, 4.247, 10.246
-181.974, 52.853, 4.251, 10.279
-181.971, 52.711, 4.277, 10.312
-181.963, 52.568, 4.297, 10.345
-181.956, 52.424, 4.320, 10.378
-181.956, 52.280, 4.322, 10.411
-181.953, 52.136, 4.332, 10.444
-181.952, 51.991, 4.344, 10.477
-181.949, 51.846, 4.366, 10.510
-181.940, 51.700, 4.377, 10.543
-181.934, 51.554, 4.393, 10.576
-181.934, 51.407, 4.400, 10.609
-181.932, 51.260, 4.421, 10.642
-181.924, 51.112, 4.436, 10.675
-181.918, 50.964, 4.458, 10.708
-181.918, 50.815, 4.465, 10.741
-181.916, 50.666, 4.480, 10.774
-181.908, 50.517, 4.488, 10.807
-181.903, 50.366, 4.510, 10.840
-181.903, 50.216, 4.523, 10.873
-181.901, 50.064, 4.546, 10.906
-181.893, 49.913, 4.554, 10.939
-181.887, 49.761, 4.569, 10.972
-181.888, 49.608, 4.576, 11.005
-181.886, 49.455, 4.601, 11.038
-181.878, 49.301, 4.619, 11.071
-181.873, 49.147, 4.641, 11.104
-181.873, 48.992, 4.645, 11.137
-181.871, 48.836, 4.659, 11.170
-181.866, 48.681, 4.676, 11.203
-181.864, 48.525, 4.691, 11.236
-181.860, 48.368, 4.711, 11.269
-181.859, 48.210, 4.726, 11.302
-181.856, 48.052, 4.743, 11.335
-181.855, 47.894, 4.757, 11.368
-181.852, 47.735, 4.776, 11.401
-181.852, 47.575, 4.791, 11.434
-181.849, 47.415, 4.809, 11.467
-181.847, 47.254, 4.829, 11.500
-181.848, 47.093, 4.839, 11.533
-181.846, 46.931, 4.852, 11.566
-181.839, 46.769, 4.859, 11.599
-181.833, 46.607, 4.888, 11.632
-181.832, 46.443, 4.912, 11.665
-181.830, 46.279, 4.932, 11.698
-181.829, 46.114, 4.944, 11.731
-181.824, 45.949, 4.950, 11.764
-181.822, 45.784, 4.969, 11.797
-181.825, 45.618, 4.982, 11.830
-181.825, 45.451, 5.008, 11.863
-181.819, 45.284, 5.021, 11.896
-181.817, 45.116, 5.036, 11.929
-181.820, 44.948, 5.041, 11.962
-181.821, 44.779, 5.065, 11.995
-181.815, 44.610, 5.080, 12.028
-181.813, 44.441, 5.087, 12.061
-181.817, 44.272, 5.071, 12.094
-181.817, 44.103, 5.077, 12.127
-181.812, 43.933, 5.087, 12.160
-181.810, 43.763, 5.119, 12.193
-181.814, 43.591, 5.151, 12.226
-181.815, 43.418, 5.192, 12.259
-181.810, 43.244, 5.214, 12.292
-181.809, 43.070, 5.232, 12.325
-181.814, 42.896, 5.231, 12.358
-181.815, 42.721, 5.244, 12.391
-181.811, 42.546, 5.255, 12.424
-181.809, 42.370, 5.286, 12.457
-181.815, 42.193, 5.313, 12.490
-181.817, 42.015, 5.349, 12.523
-181.812, 41.836, 5.367, 12.556
-181.812, 41.657, 5.383, 12.589
-181.808, 41.477, 5.389, 12.622
-181.808, 41.297, 5.403, 12.655
-181.804, 41.117, 5.420, 12.688
-181.803, 40.935, 5.449, 12.721
-181.798, 40.753, 5.473, 12.754
-181.797, 40.570, 5.498, 12.787
-181.792, 40.386, 5.513, 12.820
-181.791, 40.202, 5.529, 12.853
-181.785, 40.017, 5.542, 12.886
-181.783, 39.832, 5.564, 12.919
-181.777, 39.646, 5.584, 12.952
-181.775, 39.459, 5.608, 12.985
-181.769, 39.272, 5.626, 13.018
-181.766, 39.084, 5.646, 13.051
-181.759, 38.896, 5.661, 13.084
-181.755, 38.706, 5.682, 13.117
-181.748, 38.517, 5.699, 13.150
-181.744, 38.326, 5.722, 13.183
-181.740, 38.135, 5.744, 13.216
-181.739, 37.943, 5.757, 13.249
-181.735, 37.751, 5.772, 13.282
-181.724, 37.558, 5.781, 13.315
-181.716, 37.365, 5.815, 13.348
-181.714, 37.170, 5.847, 13.381
-181.708, 36.975, 5.877, 13.414
-181.705, 36.778, 5.892, 13.447
-181.700, 36.582, 5.899, 13.480
-181.688, 36.386, 5.894, 13.513
-181.679, 36.189, 5.919, 13.546
-181.675, 35.991, 5.948, 13.579
-181.678, 35.792, 5.966, 13.612
-181.678, 35.592, 6.000, 13.645
-181.670, 35.392, 6.011, 13.678
-181.663, 35.191, 6.035, 13.711
-181.662, 34.989, 6.045, 13.744
-181.657, 34.788, 6.057, 13.777
-181.656, 34.585, 6.073, 13.810
-181.651, 34.382, 6.099, 13.843
-181.640, 34.179, 6.117, 13.876
-181.632, 33.974, 6.154, 13.909
-181.629, 33.768, 6.179, 13.942
-181.633, 33.562, 6.181, 13.975
-181.634, 33.355, 6.204, 14.008
-181.627, 33.148, 6.209, 14.041
-181.621, 32.941, 6.239, 14.074
-181.621, 32.732, 6.267, 14.107
-181.617, 32.522, 6.295, 14.140
-181.606, 32.312, 6.304, 14.173
-181.598, 32.102, 6.330, 14.206
-181.596, 31.890, 6.347, 14.239
-181.590, 31.678, 6.370, 14.272
-181.589, 31.465, 6.390, 14.305
-181.585, 31.252, 6.418, 14.338
-181.575, 31.037, 6.436, 14.371
-181.569, 30.822, 6.464, 14.404
-181.569, 30.606, 6.479, 14.437
-181.566, 30.389, 6.506, 14.470
-181.556, 30.172, 6.523, 14.503
-181.550, 29.954, 6.552, 14.536
-181.550, 29.735, 6.569, 14.569
-181.548, 29.516, 6.597, 14.602
-181.538, 29.295, 6.613, 14.635
-181.532, 29.074, 6.640, 14.668
-181.532, 28.852, 6.655, 14.701
-181.530, 28.630, 6.684, 14.734
-181.520, 28.407, 6.703, 14.767
-181.514, 28.183, 6.733, 14.800
-181.515, 27.958, 6.749, 14.833
-181.513, 27.732, 6.774, 14.866
-181.504, 27.506, 6.789, 14.899
-181.498, 27.279, 6.816, 14.932
-181.499, 27.051, 6.835, 14.965
-181.497, 26.823, 6.866, 14.998
-181.488, 26.593, 6.886, 15.031
-181.482, 26.363, 6.914, 15.064
-181.483, 26.132, 6.928, 15.097
-181.481, 25.901, 6.953, 15.130
-181.472, 25.669, 6.969, 15.163
-181.467, 25.435, 6.999, 15.196
-181.468, 25.202, 7.020, 15.229
-181.467, 24.967, 7.053, 15.262
-181.458, 24.731, 7.072, 15.295
-181.452, 24.495, 7.099, 15.328
-181.454, 24.258, 7.113, 15.361
-181.453, 24.020, 7.141, 15.394
-181.444, 23.781, 7.160, 15.427
-181.439, 23.542, 7.193, 15.460
-181.441, 23.302, 7.213, 15.493
-181.440, 23.060, 7.243, 15.526
-181.432, 22.818, 7.259, 15.559
-181.427, 22.576, 7.286, 15.592
-181.429, 22.333, 7.302, 15.625
-181.428, 22.088, 7.334, 15.658
-181.420, 21.843, 7.358, 15.691
-181.416, 21.597, 7.392, 15.724
-181.418, 21.350, 7.409, 15.757
-181.417, 21.103, 7.435, 15.790
-181.410, 20.854, 7.449, 15.823
-181.405, 20.605, 7.479, 15.856
-181.408, 20.355, 7.501, 15.889
-181.408, 20.104, 7.539, 15.922
-181.400, 19.852, 7.562, 15.955
-181.396, 19.600, 7.591, 15.988
-181.399, 19.346, 7.603, 16.021
-181.399, 19.092, 7.630, 16.054
-181.392, 18.837, 7.648, 16.087
-181.388, 18.582, 7.682, 16.120
-181.391, 18.325, 7.706, 16.153
-181.391, 18.067, 7.742, 16.186
-181.385, 17.808, 7.763, 16.219
-181.381, 17.549, 7.791, 16.252
-181.384, 17.289, 7.805, 16.285
-181.385, 17.028, 7.835, 16.318
-181.379, 16.766, 7.857, 16.351
-181.375, 16.503, 7.893, 16.384
-181.379, 16.240, 7.916, 16.417
-181.380, 15.975, 7.950, 16.450
-181.374, 15.709, 7.969, 16.483
-181.371, 15.443, 7.999, 16.516
-181.375, 15.176, 8.017, 16.549
-181.376, 14.908, 8.050, 16.582
-181.371, 14.639, 8.075, 16.615
-181.368, 14.368, 8.112, 16.648
-181.372, 14.097, 8.133, 16.681
-181.374, 13.826, 8.165, 16.714
-181.369, 13.553, 8.182, 16.747
-181.366, 13.279, 8.213, 16.780
-181.371, 13.005, 8.234, 16.813
-181.373, 12.730, 8.271, 16.846
-181.368, 12.453, 8.297, 16.879
-181.366, 12.176, 8.333, 16.912
-181.371, 11.897, 8.353, 16.945
-181.373, 11.618, 8.383, 16.978
-181.369, 11.338, 8.400, 17.011
-181.367, 11.057, 8.434, 17.044
-181.372, 10.776, 8.459, 17.077
-181.375, 10.493, 8.499, 17.110
-181.371, 10.209, 8.525, 17.143
-181.369, 9.923, 8.559, 17.176
-181.375, 9.638, 8.576, 17.209
-181.379, 9.351, 8.607, 17.242
-181.375, 9.064, 8.628, 17.275
-181.374, 8.775, 8.664, 17.308
-181.380, 8.486, 8.690, 17.341
-181.384, 8.195, 8.730, 17.374
-181.380, 7.903, 8.755, 17.407
-181.380, 7.610, 8.788, 17.440
-181.386, 7.317, 8.805, 17.473
-181.391, 7.023, 8.837, 17.506
-181.388, 6.728, 8.859, 17.539
-181.387, 6.431, 8.898, 17.572
-181.394, 6.134, 8.926, 17.605
-181.399, 5.835, 8.966, 17.638
-181.397, 5.536, 8.992, 17.671
-181.397, 5.235, 9.025, 17.704
-181.404, 4.934, 9.041, 17.737
-181.409, 4.632, 9.075, 17.770
-181.407, 4.329, 9.098, 17.803
-181.408, 4.024, 9.139, 17.836
-181.416, 3.719, 9.167, 17.869
-181.422, 3.412, 9.209, 17.902
-181.420, 3.105, 9.234, 17.935
-181.421, 2.796, 9.268, 17.968
-181.429, 2.487, 9.286, 18.001
-181.436, 2.176, 9.321, 18.034
-181.435, 1.865, 9.347, 18.067
-181.436, 1.552, 9.388, 18.100
-181.445, 1.239, 9.416, 18.133
-181.452, 0.924, 9.456, 18.166
-181.451, 0.608, 9.481, 18.199
-181.453, 0.291, 9.516, 18.232
-181.462, -0.027, 9.536, 18.265
-181.470, -0.345, 9.574, 18.298
-181.470, -0.665, 9.602, 18.331
-181.472, -0.987, 9.644, 18.364
-181.482, -1.309, 9.673, 18.397
-181.490, -1.632, 9.713, 18.430
-181.491, -1.957, 9.736, 18.463
-181.493, -2.282, 9.770, 18.496
-181.504, -2.608, 9.790, 18.529
-181.512, -2.935, 9.830, 18.562
-181.514, -3.264, 9.859, 18.595
-181.515, -3.594, 9.906, 18.628
-181.523, -3.925, 9.938, 18.661
-181.529, -4.257, 9.975, 18.694
-181.527, -4.590, 9.993, 18.727
-181.526, -4.924, 10.032, 18.760
-181.533, -5.259, 10.061, 18.793
-181.536, -5.595, 10.102, 18.826
-181.532, -5.933, 10.128, 18.859
-181.529, -6.272, 10.172, 18.892
-181.533, -6.612, 10.205, 18.925
-181.534, -6.953, 10.243, 18.958
-181.527, -7.295, 10.265, 18.991
-181.521, -7.638, 10.306, 19.024
-181.523, -7.982, 10.336, 19.057
-181.521, -8.328, 10.376, 19.090
-181.512, -8.674, 10.401, 19.123
-181.503, -9.022, 10.446, 19.156
-181.502, -9.371, 10.480, 19.189
-181.498, -9.721, 10.522, 19.222
-181.486, -10.073, 10.546, 19.255
-181.474, -10.425, 10.587, 19.288
-181.470, -10.779, 10.616, 19.321
-181.463, -11.133, 10.654, 19.354
-181.448, -11.489, 10.678, 19.387
-181.434, -11.846, 10.725, 19.420
-181.427, -12.204, 10.761, 19.453
-181.417, -12.564, 10.805, 19.486
-181.410, -12.925, 10.843, 19.519
-181.400, -13.287, 10.880, 19.552
-181.382, -13.650, 10.901, 19.585
-181.366, -14.014, 10.944, 19.618
-181.357, -14.380, 10.977, 19.651
-181.355, -14.746, 10.992, 19.684
-181.353, -15.114, 11.045, 19.717
-181.344, -15.483, 11.080, 19.750
-181.326, -15.852, 11.091, 19.783
-181.306, -16.223, 11.141, 19.816
-181.294, -16.595, 11.185, 19.849
-181.288, -16.969, 11.207, 19.882
-181.284, -17.344, 11.261, 19.915
-181.272, -17.720, 11.298, 19.948
-181.260, -18.098, 11.351, 19.981
-181.255, -18.477, 11.388, 20.014
-181.247, -18.858, 11.428, 20.047
-181.242, -19.240, 11.466, 20.080
-181.234, -19.623, 11.506, 20.113
-181.229, -20.007, 11.549, 20.146
-181.222, -20.393, 11.592, 20.179
-181.218, -20.781, 11.633, 20.212
-181.216, -21.170, 11.681, 20.245
-181.207, -21.560, 11.707, 20.278
-181.199, -21.951, 11.746, 20.311
-181.199, -22.343, 11.774, 20.344
-181.195, -22.737, 11.815, 20.377
-181.184, -23.131, 11.844, 20.410
-181.174, -23.527, 11.897, 20.443
-181.171, -23.925, 11.937, 20.476
-181.175, -24.323, 11.957, 20.509
-181.181, -24.723, 12.011, 20.542
-181.178, -25.125, 12.046, 20.575
-181.168, -25.526, 12.059, 20.608
-181.154, -25.929, 12.110, 20.641
-181.148, -26.334, 12.156, 20.674
-181.150, -26.740, 12.181, 20.707
-181.154, -27.148, 12.241, 20.740
-181.149, -27.557, 12.284, 20.773
-181.144, -27.968, 12.342, 20.806
-181.146, -28.381, 12.383, 20.839
-181.146, -28.795, 12.426, 20.872
-181.138, -29.209, 12.452, 20.905
-181.131, -29.626, 12.501, 20.938
-181.132, -30.043, 12.540, 20.971
-181.140, -30.462, 12.561, 21.004
-181.149, -30.882, 12.620, 21.037
-181.151, -31.304, 12.660, 21.070
-181.144, -31.726, 12.676, 21.103
-181.135, -32.150, 12.732, 21.136
-181.133, -32.576, 12.782, 21.169
-181.138, -33.003, 12.810, 21.202
-181.146, -33.431, 12.872, 21.235
-181.145, -33.862, 12.918, 21.268
-181.135, -34.293, 12.938, 21.301
-181.123, -34.725, 12.996, 21.334
-181.117, -35.160, 13.047, 21.367
-181.119, -35.595, 13.074, 21.400
-181.123, -36.033, 13.138, 21.433
-181.118, -36.472, 13.184, 21.466
-181.113, -36.913, 13.244, 21.499
-181.115, -37.356, 13.289, 21.532
-181.115, -37.800, 13.337, 21.565
-181.106, -38.245, 13.367, 21.598
-181.099, -38.692, 13.421, 21.631
-181.099, -39.141, 13.462, 21.664
-181.107, -39.590, 13.485, 21.697
-181.116, -40.041, 13.544, 21.730
-181.117, -40.494, 13.584, 21.763
-181.110, -40.947, 13.601, 21.796
-181.100, -41.401, 13.659, 21.829
-181.098, -41.858, 13.710, 21.862
-181.103, -42.316, 13.741, 21.895
-181.110, -42.776, 13.810, 21.928
-181.109, -43.237, 13.860, 21.961
-181.099, -43.700, 13.883, 21.994
-181.086, -44.164, 13.943, 22.027
-181.080, -44.630, 13.996, 22.060
-181.082, -45.098, 14.026, 22.093
-181.085, -45.567, 14.094, 22.126
-181.080, -46.038, 14.144, 22.159
-181.075, -46.511, 14.209, 22.192
-181.076, -46.986, 14.257, 22.225
-181.076, -47.463, 14.310, 22.258
-181.067, -47.941, 14.345, 22.291
-181.060, -48.420, 14.402, 22.324
-181.060, -48.902, 14.446, 22.357
-181.067, -49.384, 14.471, 22.390
-181.077, -49.868, 14.533, 22.423
-181.078, -50.353, 14.576, 22.456
-181.072, -50.840, 14.596, 22.489
-181.062, -51.328, 14.657, 22.522
-181.060, -51.818, 14.711, 22.555
-181.066, -52.309, 14.745, 22.588
-181.074, -52.802, 14.816, 22.621
-181.073, -53.297, 14.868, 22.654
-181.064, -53.794, 14.894, 22.687
-181.052, -54.292, 14.958, 22.720
-181.046, -54.792, 15.014, 22.753
-181.048, -55.293, 15.049, 22.786
-181.052, -55.797, 15.121, 22.819
-181.047, -56.302, 15.174, 22.852
-181.042, -56.810, 15.242, 22.885
-181.044, -57.319, 15.294, 22.918
-181.044, -57.831, 15.350, 22.951
-181.037, -58.343, 15.388, 22.984
-181.030, -58.858, 15.450, 23.017
-181.030, -59.374, 15.497, 23.050
